,ACC,ACC0,Acc1,ACC2,ECG,EMG,EDA,resp,temp,label
604,"[0.8046000003814697, -0.019800007343292236, -0.4789999723434448]",0.8046000003814697,-0.019800007343292236,-0.4789999723434448,[0.1223602294921875],[-4.57763671875e-05],[3.5785675048828125],[-3.3538818359375],[34.63861083984375],2
605,"[0.6743999719619751, -0.004999995231628418, -0.6690000295639038]",0.6743999719619751,-0.004999995231628418,-0.6690000295639038,[0.1214447021484375],[0.0039825439453125],[1.6857147216796875],[-0.52337646484375],[34.206878662109375],1
606,"[0.871399998664856, -0.04180002212524414, -0.31540000438690186]",0.871399998664856,-0.04180002212524414,-0.31540000438690186,[-0.0751190185546875],[-0.0123138427734375],[3.0517578125],[-0.29449462890625],[34.494415283203125],2
607,"[0.8941999673843384, 0.1258000135421753, -0.0034000277519226074]",0.8941999673843384,0.1258000135421753,-0.0034000277519226074,[-0.0604248046875],[9.1552734375e-05],[1.7253875732421875],[6.41632080078125],[34.269500732421875],1
608,"[0.7785999774932861, -0.02619999647140503, -0.5230000019073486]",0.7785999774932861,-0.02619999647140503,-0.5230000019073486,[-0.0406036376953125],[-0.008331298828125],[1.7261505126953125],[0.91400146484375],[34.0986328125],1
609,"[0.8190000057220459, -0.02740001678466797, -0.43540000915527344]",0.8190000057220459,-0.02740001678466797,-0.43540000915527344,[-0.076171875],[-0.0003662109375],[2.9590606689453125],[-0.06256103515625],[34.471405029296875],2
610,"[0.9048000574111938, 0.056599974632263184, -0.1032000184059143]",0.9048000574111938,0.056599974632263184,-0.1032000184059143,[-0.036895751953125],[0.01702880859375],[1.8596649169921875],[-1.458740234375],[34.010284423828125],1
611,"[0.8990000486373901, -0.08099997043609619, -0.20459997653961182]",0.8990000486373901,-0.08099997043609619,-0.20459997653961182,[-0.439910888671875],[0.0086517333984375],[3.1269073486328125],[-4.70123291015625],[34.560333251953125],2
612,"[0.6710000038146973, 0.0140000581741333, -0.6647999882698059]",0.6710000038146973,0.0140000581741333,-0.6647999882698059,[0.0386810302734375],[0.0072784423828125],[1.6613006591796875],[-1.62200927734375],[33.9144287109375],1
613,"[0.8221999406814575, -0.024200022220611572, -0.4261999726295471]",0.8221999406814575,-0.024200022220611572,-0.4261999726295471,[0.128631591796875],[-0.01336669921875],[3.5305023193359375],[-2.0660400390625],[34.59869384765625],2
614,"[0.8021999597549438, -0.021399974822998047, -0.4753999710083008]",0.8021999597549438,-0.021399974822998047,-0.4753999710083008,[0.0631256103515625],[-0.0223388671875],[3.90167236328125],[2.67486572265625],[34.723114013671875],2
615,"[0.8633999824523926, 0.20580005645751953, -0.16579997539520264]",0.8633999824523926,0.20580005645751953,-0.16579997539520264,[-0.126708984375],[-0.0061798095703125],[1.67388916015625],[6.40411376953125],[34.054443359375],1
616,"[0.6782000064849854, 0.04439997673034668, -0.7311999797821045]",0.6782000064849854,0.04439997673034668,-0.7311999797821045,[0.1115570068359375],[0.0085601806640625],[1.6475677490234375],[-0.95672607421875],[33.95245361328125],1
617,"[0.7918000221252441, -0.03420001268386841, -0.4986000061035156]",0.7918000221252441,-0.03420001268386841,-0.4986000061035156,[-0.0271453857421875],[-0.0157928466796875],[1.7864227294921875],[-0.99334716796875],[34.0986328125],1
618,"[0.7799999713897705, -0.027800023555755615, -0.5210000276565552]",0.7799999713897705,-0.027800023555755615,-0.5210000276565552,[-0.0466461181640625],[4.57763671875e-05],[1.72271728515625],[3.118896484375],[34.112335205078125],1
619,"[0.8065999746322632, -0.032199978828430176, -0.4678000211715698]",0.8065999746322632,-0.032199978828430176,-0.4678000211715698,[-0.0081024169921875],[-0.0113067626953125],[3.6716461181640625],[-1.8798828125],[34.653961181640625],2
620,"[0.8985999822616577, 0.12020003795623779, -0.018999993801116943]",0.8985999822616577,0.12020003795623779,-0.018999993801116943,[-0.1516571044921875],[-0.0102996826171875],[1.653289794921875],[-2.154541015625],[34.341339111328125],1
621,"[0.7985999584197998, -0.024200022220611572, -0.48079997301101685]",0.7985999584197998,-0.024200022220611572,-0.48079997301101685,[0.12336730957031251],[0.015426635742187498],[3.7372589111328125],[-1.49383544921875],[34.695465087890625],2
622,"[0.8273999691009521, -0.02319997549057007, -0.4829999804496765]",0.8273999691009521,-0.02319997549057007,-0.4829999804496765,[-0.15692138671875],[-0.0206451416015625],[2.8270721435546875],[3.27301025390625],[34.4208984375],2
623,"[0.8616000413894653, -0.040199995040893555, -0.3253999948501587]",0.8616000413894653,-0.040199995040893555,-0.3253999948501587,[-0.1260223388671875],[-0.0040740966796875],[2.9144287109375],[-2.16217041015625],[34.47601318359375],2
624,"[0.8553999662399292, -0.02460002899169922, -0.33899998664855957]",0.8553999662399292,-0.02460002899169922,-0.33899998664855957,[1.3105316162109375],[-0.0164337158203125],[3.098297119140625],[-7.33184814453125],[34.61712646484375],2
625,"[0.8681999444961548, -0.08499997854232788, -0.3230000138282776]",0.8681999444961548,-0.08499997854232788,-0.3230000138282776,[-0.09063720703125],[-0.0216522216796875],[1.8360137939453125],[0.37689208984375],[34.53118896484375],1
626,"[0.6657999753952026, 0.029800057411193848, -0.6705999970436096]",0.6657999753952026,0.029800057411193848,-0.6705999970436096,[-0.04962158203125],[-0.0031585693359375],[1.63116455078125],[1.995849609375],[33.944854736328125],1
627,"[0.6718000173568726, 0.018200039863586426, -0.6690000295639038]",0.6718000173568726,0.018200039863586426,-0.6690000295639038,[-0.0699005126953125],[0.0110321044921875],[1.6330718994140625],[-1.66473388671875],[33.953948974609375],1
628,"[0.8681999444961548, 0.1993999481201172, -0.14639997482299805]",0.8681999444961548,0.1993999481201172,-0.14639997482299805,[-0.0666961669921875],[0.0113983154296875],[1.6704559326171875],[0.07171630859375],[34.04681396484375],1
629,"[0.8910000324249268, 0.14699995517730713, -0.06540000438690186]",0.8910000324249268,0.14699995517730713,-0.06540000438690186,[-0.055389404296875],[-0.0058135986328125],[1.7040252685546875],[2.64434814453125],[34.368865966796875],1
630,"[0.8001999855041504, -0.03420001268386841, -0.46139997243881226]",0.8001999855041504,-0.03420001268386841,-0.46139997243881226,[-0.1395263671875],[0.0019683837890625],[2.878570556640625],[-1.21002197265625],[34.3841552734375],2
631,"[0.8029999732971191, -0.02460002899169922, -0.4837999939918518]",0.8029999732971191,-0.02460002899169922,-0.4837999939918518,[-0.063995361328125],[0.0086517333984375],[3.589630126953125],[-0.57220458984375],[34.64166259765625],2
632,"[0.8378000259399414, -0.03140002489089966, -0.39240002632141113]",0.8378000259399414,-0.03140002489089966,-0.39240002632141113,[-0.0384063720703125],[-0.0249481201171875],[3.5121917724609375],[5.49163818359375],[34.589508056640625],2
633,"[0.6784000396728516, 0.03799998760223389, -0.652400016784668]",0.6784000396728516,0.03799998760223389,-0.652400016784668,[1.4300079345703125],[-0.0393218994140625],[1.6437530517578125],[-1.6998291015625],[33.89617919921875],1
634,"[0.7982000112533569, -0.029399991035461426, -0.4994000196456909]",0.7982000112533569,-0.029399991035461426,-0.4994000196456909,[-0.425537109375],[4.57763671875e-05],[1.80511474609375],[-0.85906982421875],[34.037689208984375],1
635,"[0.8090000152587891, -0.027800023555755615, -0.4742000102996826]",0.8090000152587891,-0.027800023555755615,-0.4742000102996826,[0.10382080078125],[-0.0217437744140625],[3.67584228515625],[2.98614501953125],[34.663177490234375],2
636,"[0.8999999761581421, 0.11459994316101074, 0.03340005874633789]",0.8999999761581421,0.11459994316101074,0.03340005874633789,[0.0892181396484375],[0.0039825439453125],[1.654815673828125],[0.811767578125],[34.445404052734375],1
637,"[0.7998000383377075, -0.028599977493286133, -0.47839999198913574]",0.7998000383377075,-0.028599977493286133,-0.47839999198913574,[-0.0487518310546875],[0.01080322265625],[3.723907470703125],[-3.50189208984375],[34.69696044921875],2
638,"[0.8702000379562378, 0.19260001182556152, -0.17180001735687256]",0.8702000379562378,0.19260001182556152,-0.17180001735687256,[-0.0631256103515625],[-0.0067291259765625],[1.654815673828125],[-1.94549560546875],[34.179412841796875],1
639,"[0.8367999792098999, -0.05779999494552612, -0.40539997816085815]",0.8367999792098999,-0.05779999494552612,-0.40539997816085815,[-0.12464904785156251],[-0.0085601806640625],[3.1345367431640625],[3.53851318359375],[34.548065185546875],2
640,"[0.9018000364303589, 0.014199972152709961, 0.12619996070861816]",0.9018000364303589,0.014199972152709961,0.12619996070861816,[0.1392059326171875],[-0.0016937255859375],[0.8014678955078125],[3.44696044921875],[34.202301025390625],1
641,"[0.8595999479293823, 0.01979994773864746, -0.3578000068664551]",0.8595999479293823,0.01979994773864746,-0.3578000068664551,[-0.0363922119140625],[-0.0189056396484375],[0.765228271484375],[4.17022705078125],[34.3780517578125],1
642,"[0.909000039100647, 0.018200039863586426, 0.0822000503540039]",0.909000039100647,0.018200039863586426,0.0822000503540039,[0.2113494873046875],[0.0084686279296875],[0.823974609375],[3.06243896484375],[34.42242431640625],1
643,"[0.7450000047683716, 0.05799996852874756, -0.5490000247955322]",0.7450000047683716,0.05799996852874756,-0.5490000247955322,[0.1708831787109375],[-0.02197265625],[1.679229736328125],[5.29327392578125],[35.592559814453125],2
644,"[0.7502000331878662, 0.09140002727508545, -0.5397999882698059]",0.7502000331878662,0.09140002727508545,-0.5397999882698059,[-0.0022430419921875],[0.0002288818359375],[2.0435333251953125],[1.98516845703125],[35.623687744140625],2
645,"[0.7624000310897827, 0.11539995670318604, -0.5534000396728516]",0.7624000310897827,0.11539995670318604,-0.5534000396728516,[0.1910247802734375],[0.00933837890625],[2.0359039306640625],[6.16302490234375],[35.6112060546875],2
646,"[0.7450000047683716, 0.08819997310638428, -0.5406000018119812]",0.7450000047683716,0.08819997310638428,-0.5406000018119812,[0.007049560546875],[-0.0019683837890625],[1.96380615234375],[0.49285888671875],[35.50384521484375],2
647,"[0.7525999546051025, 0.031800031661987305, -0.5622000098228455]",0.7525999546051025,0.031800031661987305,-0.5622000098228455,[0.046600341796875],[-0.0029296875],[1.5651702880859375],[2.22930908203125],[34.84930419921875],2
648,"[0.895799994468689, 0.10380005836486816, -0.028599977493286133]",0.895799994468689,0.10380005836486816,-0.028599977493286133,[0.0578155517578125],[0.0038909912109375],[0.800323486328125],[2.69317626953125],[34.35662841796875],1
649,"[0.9210000038146973, 0.03380000591278076, -0.012000024318695068]",0.9210000038146973,0.03380000591278076,-0.012000024318695068,[0.0658721923828125],[0.0178985595703125],[0.8152008056640625],[2.41241455078125],[34.3260498046875],1
650,"[0.864799976348877, 0.040199995040893555, -0.31459999084472656]",0.864799976348877,0.040199995040893555,-0.31459999084472656,[0.0205078125],[-0.0039825439453125],[0.74005126953125],[-0.71563720703125],[34.167205810546875],1
651,"[0.9154000282287598, 0.02540004253387451, 0.020200014114379883]",0.9154000282287598,0.02540004253387451,0.020200014114379883,[0.0413360595703125],[-0.0065460205078125],[0.8251190185546875],[1.52740478515625],[34.338287353515625],1
652,"[0.7582000494003296, 0.08619999885559082, -0.5410000085830688]",0.7582000494003296,0.08619999885559082,-0.5410000085830688,[0.0755767822265625],[0.0030670166015625],[2.00958251953125],[1.29852294921875],[35.333038330078125],2
653,"[0.8594000339508057, 0.0681999921798706, -0.31459999084472656]",0.8594000339508057,0.0681999921798706,-0.31459999084472656,[-0.0315399169921875],[0.0063629150390625],[0.7701873779296875],[3.662109375],[34.339813232421875],1
654,"[0.743399977684021, 0.08299994468688965, -0.5415999889373779]",0.743399977684021,0.08299994468688965,-0.5415999889373779,[0.1720733642578125],[-0.0204620361328125],[1.9977569580078125],[-2.74810791015625],[35.32061767578125],2
655,"[0.7711999416351318, 0.031800031661987305, -0.5038000345230103]",0.7711999416351318,0.031800031661987305,-0.5038000345230103,[0.1523895263671875],[-0.0085601806640625],[1.7894744873046875],[4.4342041015625],[35.58941650390625],2
656,"[0.7394000291824341, 0.10099995136260986, -0.5332000255584717]",0.7394000291824341,0.10099995136260986,-0.5332000255584717,[-0.2589569091796875],[-0.00640869140625],[2.0626068115234375],[2.874755859375],[35.633026123046875],2
657,"[0.884600043296814, 0.09200000762939453, -0.20260000228881836]",0.884600043296814,0.09200000762939453,-0.20260000228881836,[0.0468292236328125],[0.0006866455078125],[0.7320404052734375],[4.01153564453125],[33.9737548828125],1
658,"[0.9062000513076782, -0.0339999794960022, 0.11020004749298096]",0.9062000513076782,-0.0339999794960022,0.11020004749298096,[-0.0432586669921875],[-0.00860595703125],[0.7923126220703125],[2.19573974609375],[34.34747314453125],1
659,"[0.7690000534057617, 0.07739996910095215, -0.510200023651123]",0.7690000534057617,0.07739996910095215,-0.510200023651123,[-0.0143280029296875],[0.0064544677734375],[2.042388916015625],[2.33917236328125],[35.623687744140625],2
660,"[0.7389999628067017, 0.07980000972747803, -0.5685999989509583]",0.7389999628067017,0.07980000972747803,-0.5685999989509583,[0.0171661376953125],[-0.02581787109375],[1.93023681640625],[0.543212890625],[35.162628173828125],2
661,"[0.7422000169754028, 0.0737999677658081, -0.5437999963760376]",0.7422000169754028,0.0737999677658081,-0.5437999963760376,[-0.04595947265625],[0.0032958984375],[2.031707763671875],[-1.02691650390625],[35.614349365234375],2
662,"[0.8926000595092773, -0.09859997034072876, 0.21959996223449707]",0.8926000595092773,-0.09859997034072876,0.21959996223449707,[0.022430419921875],[-0.0007781982421875],[0.8174896240234375],[-2.66876220703125],[34.286285400390625],1
663,"[0.7239999771118164, 0.06540000438690186, -0.590999960899353]",0.7239999771118164,0.06540000438690186,-0.590999960899353,[0.06976318359375],[0.0027923583984375],[1.609039306640625],[-0.05950927734375],[35.59722900390625],2
664,"[0.8997999429702759, -0.0934000015258789, 0.20739996433258057]",0.8997999429702759,-0.0934000015258789,0.20739996433258057,[0.03973388671875],[-0.0080108642578125],[0.77667236328125],[2.08282470703125],[34.26031494140625],1
665,"[0.9002000093460083, -0.030600011348724365, 0.12080001831054688]",0.9002000093460083,-0.030600011348724365,0.12080001831054688,[0.0295257568359375],[-0.0211029052734375],[0.7659912109375],[1.66473388671875],[34.3031005859375],1
666,"[0.725600004196167, 0.09039998054504395, -0.5706000328063965]",0.725600004196167,0.09039998054504395,-0.5706000328063965,[0.0082855224609375],[0.001556396484375],[2.0782470703125],[-1.849365234375],[35.63458251953125],2
667,"[0.7583999633789062, 0.03419995307922363, -0.6579999923706055]",0.7583999633789062,0.03419995307922363,-0.6579999923706055,[-0.0656890869140625],[-0.0355682373046875],[1.622772216796875],[-0.653076171875],[34.773834228515625],2
668,"[0.9176000356674194, 0.023800015449523926, 0.026200056076049805]",0.9176000356674194,0.023800015449523926,0.026200056076049805,[-0.00970458984375],[0.0040740966796875],[0.811767578125],[1.63116455078125],[34.341339111328125],1
669,"[0.7438000440597534, 0.06780004501342773, -0.526199996471405]",0.7438000440597534,0.06780004501342773,-0.526199996471405,[-0.0777740478515625],[0.00128173828125],[1.9256591796875],[-1.40533447265625],[35.134796142578125],2
670,"[0.853600025177002, 0.04739999771118164, -0.3173999786376953]",0.853600025177002,0.04739999771118164,-0.3173999786376953,[-0.0853729248046875],[0.0126800537109375],[0.7457733154296875],[-1.019287109375],[34.02703857421875],1
671,"[0.8961999416351318, -0.09259998798370361, 0.1809999942779541]",0.8961999416351318,-0.09259998798370361,0.1809999942779541,[-0.3621826171875],[0.0092010498046875],[0.7717132568359375],[-1.116943359375],[34.35205078125],1
672,"[0.8926000595092773, -0.08899998664855957, 0.1993999481201172]",0.8926000595092773,-0.08899998664855957,0.1993999481201172,[0.0298919677734375],[0.0076446533203125],[0.8056640625],[2.606201171875],[34.336761474609375],1
673,"[0.7913999557495117, 0.05739998817443848, -0.5564000010490417]",0.7913999557495117,0.05739998817443848,-0.5564000010490417,[0.0244903564453125],[0.005767822265625],[1.78985595703125],[5.12542724609375],[35.594085693359375],2
674,"[0.7613999843597412, 0.07179999351501465, -0.5365999937057495]",0.7613999843597412,0.07179999351501465,-0.5365999937057495,[0.0591888427734375],[-0.0109405517578125],[1.8035888671875],[1.04217529296875],[35.594085693359375],2
675,"[0.9071999788284302, 0.03100001811981201, 0.06019997596740723]",0.9071999788284302,0.03100001811981201,0.06019997596740723,[0.0537872314453125],[-0.0054473876953125],[0.888824462890625],[-2.044677734375],[34.341339111328125],1
676,"[0.7460000514984131, 0.09539997577667236, -0.5429999828338623]",0.7460000514984131,0.09539997577667236,-0.5429999828338623,[0.0016937255859375],[-0.0014190673828125],[1.9565582275390625],[1.39007568359375],[35.497650146484375],2
677,"[0.8611999750137329, 0.0745999813079834, -0.31599998474121094]",0.8611999750137329,0.0745999813079834,-0.31599998474121094,[0.0965423583984375],[-0.0022430419921875],[0.8209228515625],[-1.51519775390625],[34.322998046875],1
678,"[0.7480000257492065, 0.017799973487854004, -0.5342000126838684]",0.7480000257492065,0.017799973487854004,-0.5342000126838684,[-0.0107574462890625],[-0.0091094970703125],[1.5422821044921875],[-1.77154541015625],[34.813873291015625],2
679,"[0.7345999479293823, 0.07299995422363281, -0.5964000225067139]",0.7345999479293823,0.07299995422363281,-0.5964000225067139,[0.0186309814453125],[-0.0061798095703125],[1.8299102783203125],[-3.63616943359375],[35.575408935546875],2
680,"[0.8573999404907227, 0.05219995975494385, -0.3141999840736389]",0.8573999404907227,0.05219995975494385,-0.3141999840736389,[0.1720733642578125],[-0.0003204345703125],[0.7434844970703125],[-0.85601806640625],[34.127593994140625],1
681,"[0.7441999912261963, 0.039800047874450684, -0.5382000207901001]",0.7441999912261963,0.039800047874450684,-0.5382000207901001,[0.0046234130859375],[-0.0158843994140625],[1.9451141357421875],[-2.276611328125],[35.59722900390625],2
682,"[0.7616000175476074, 0.050999999046325684, -0.5413999557495117]",0.7616000175476074,0.050999999046325684,-0.5413999557495117,[-0.0524139404296875],[0.0045318603515625],[1.7818450927734375],[-6.77947998046875],[35.569183349609375],2
683,"[0.8775999546051025, 0.08879995346069336, -0.24379998445510864]",0.8775999546051025,0.08879995346069336,-0.24379998445510864,[0.03131103515625],[0.0079193115234375],[0.7846832275390625],[4.13360595703125],[33.920501708984375],1
684,"[0.7431999444961548, 0.06019997596740723, -0.5448000431060791]",0.7431999444961548,0.06019997596740723,-0.5448000431060791,[-0.1004791259765625],[0.0039825439453125],[1.62506103515625],[-3.717041015625],[35.6065673828125],2
685,"[0.9082000255584717, -0.036199986934661865, 0.10580003261566162]",0.9082000255584717,-0.036199986934661865,0.10580003261566162,[0.1780242919921875],[-0.0072784423828125],[0.7724761962890625],[2.48565673828125],[34.2618408203125],1
686,"[0.7486000061035156, 0.08539998531341553, -0.5390000343322754]",0.7486000061035156,0.08539998531341553,-0.5390000343322754,[-0.0131378173828125],[-0.0027923583984375],[1.9748687744140625],[4.18853759765625],[35.608123779296875],2
687,"[0.889799952507019, -0.08719998598098755, 0.21700000762939453]",0.889799952507019,-0.08719998598098755,0.21700000762939453,[0.0374908447265625],[-0.0121307373046875],[0.806427001953125],[0.1434326171875],[34.353546142578125],1
688,"[0.8573999404907227, 0.03600001335144043, -0.3367999792098999]",0.8573999404907227,0.03600001335144043,-0.3367999792098999,[-0.1548614501953125],[-0.0066375732421875],[0.7740020751953125],[-0.70648193359375],[34.437713623046875],1
689,"[0.7525999546051025, 0.08379995822906494, -0.5546000003814697]",0.7525999546051025,0.08379995822906494,-0.5546000003814697,[-0.05145263671875],[0.0026092529296875],[2.042388916015625],[3.85589599609375],[35.647064208984375],2
690,"[0.8616000413894653, 0.06620001792907715, -0.3166000247001648]",0.8616000413894653,0.06620001792907715,-0.3166000247001648,[-0.0490264892578125],[-0.0056304931640625],[0.74920654296875],[-0.44708251953125],[34.336761474609375],1
691,"[0.6585999727249146, 0.08720004558563232, -0.4466000199317932]",0.6585999727249146,0.08720004558563232,-0.4466000199317932,[-0.0496673583984375],[0.0150604248046875],[2.0236968994140625],[-2.38037109375],[35.656402587890625],2
692,"[0.8990000486373901, 0.03299999237060547, 0.09459996223449707]",0.8990000486373901,0.03299999237060547,0.09459996223449707,[0.0789642333984375],[-0.00860595703125],[0.78125],[2.32391357421875],[34.2252197265625],1
693,"[0.7496000528335571, 0.09259998798370361, -0.5455999970436096]",0.7496000528335571,0.09259998798370361,-0.5455999970436096,[-0.3233184814453125],[-0.021881103515625],[2.0320892333984375],[-2.76947021484375],[35.562957763671875],2
694,"[0.7378000020980835, 0.11059999465942383, -0.5307999849319458]",0.7378000020980835,0.11059999465942383,-0.5307999849319458,[-0.1010284423828125],[0.0104827880859375],[2.08892822265625],[-3.1341552734375],[35.525604248046875],2
695,"[0.9018000364303589, 0.07019996643066406, -0.09500002861022949]",0.9018000364303589,0.07019996643066406,-0.09500002861022949,[0.048248291015625],[-0.003204345703125],[0.78887939453125],[3.60870361328125],[34.27716064453125],1
696,"[0.9026000499725342, 0.020200014114379883, 0.13839995861053467]",0.9026000499725342,0.020200014114379883,0.13839995861053467,[-0.144744873046875],[0.0015106201171875],[0.78887939453125],[-1.6754150390625],[34.234375],1
697,"[0.8481999635696411, 0.06980001926422119, -0.3357999920845032]",0.8481999635696411,0.06980001926422119,-0.3357999920845032,[-0.0018768310546875],[0.001556396484375],[0.7534027099609375],[2.86712646484375],[34.324493408203125],1
698,"[0.8630000352859497, 0.03880000114440918, -0.3118000030517578]",0.8630000352859497,0.03880000114440918,-0.3118000030517578,[-0.0280609130859375],[0.0047149658203125],[0.788116455078125],[0.2960205078125],[34.43621826171875],1
699,"[0.7474000453948975, 0.05180001258850098, -0.5455999970436096]",0.7474000453948975,0.05180001258850098,-0.5455999970436096,[0.0192718505859375],[-0.0059051513671875],[1.6544342041015625],[0.38909912109375],[35.6190185546875],2
700,"[0.8818000555038452, -0.0910000205039978, 0.214400053024292]",0.8818000555038452,-0.0910000205039978,0.214400053024292,[0.0193634033203125],[-0.0086517333984375],[0.8213043212890625],[-7.45391845703125],[34.29241943359375],1
701,"[0.7497999668121338, 0.09580004215240479, -0.5374000072479248]",0.7497999668121338,0.09580004215240479,-0.5374000072479248,[0.0148773193359375],[-0.004119873046875],[2.0664215087890625],[2.57720947265625],[35.650146484375],2
702,"[0.7474000453948975, 0.10060000419616699, -0.5393999814987183]",0.7474000453948975,0.10060000419616699,-0.5393999814987183,[-0.015426635742187498],[0.001556396484375],[1.8795013427734375],[-0.1220703125],[35.594085693359375],2
703,"[0.7489999532699585, 0.10580003261566162, -0.5454000234603882]",0.7489999532699585,0.10580003261566162,-0.5454000234603882,[0.0319061279296875],[-0.0070953369140625],[2.06298828125],[-3.70941162109375],[35.573883056640625],2
704,"[0.7425999641418457, 0.0934000015258789, -0.5546000003814697]",0.7425999641418457,0.0934000015258789,-0.5546000003814697,[0.0714569091796875],[0.0028839111328125],[2.0709991455078125],[3.68499755859375],[35.654815673828125],2
705,"[0.906999945640564, 0.01940000057220459, 0.0886000394821167]",0.906999945640564,0.01940000057220459,0.0886000394821167,[-0.033050537109375],[-0.0040740966796875],[0.8209228515625],[-0.50506591796875],[34.396392822265625],1
706,"[0.9054000377655029, 0.03340005874633789, 0.08140003681182861]",0.9054000377655029,0.03340005874633789,0.08140003681182861,[-0.0553436279296875],[-0.00201416015625],[0.81939697265625],[0.0518798828125],[34.263397216796875],1
707,"[0.8961999416351318, 0.032199978828430176, 0.11779999732971191]",0.8961999416351318,0.032199978828430176,0.11779999732971191,[-0.2528228759765625],[-0.00311279296875],[0.8022308349609375],[-2.87017822265625],[34.179412841796875],1
708,"[0.9054000377655029, 0.06640005111694336, -0.08740001916885376]",0.9054000377655029,0.06640005111694336,-0.08740001916885376,[0.0530548095703125],[-0.0052642822265625],[0.8014678955078125],[1.68609619140625],[34.266448974609375],1
709,"[0.9085999727249146, 0.04700005054473877, 0.048200011253356934]",0.9085999727249146,0.04700005054473877,0.048200011253356934,[-0.087158203125],[-0.0013275146484375],[0.8190155029296875],[-1.35955810546875],[34.35205078125],1
710,"[0.7273999452590942, 0.05739998817443848, -0.5681999921798706]",0.7273999452590942,0.05739998817443848,-0.5681999921798706,[-0.1779327392578125],[0.0020599365234375],[2.0313262939453125],[-1.79901123046875],[35.522491455078125],2
711,"[0.7175999879837036, 0.06739997863769531, -0.6114000082015991]",0.7175999879837036,0.06739997863769531,-0.6114000082015991,[0.0224761962890625],[-0.002105712890625],[1.636505126953125],[9.89837646484375],[35.578521728515625],2
712,"[0.7410000562667847, 0.054200053215026855, -0.555400013923645]",0.7410000562667847,0.054200053215026855,-0.555400013923645,[0.008880615234375],[0.0115814208984375],[1.7215728759765625],[-4.02984619140625],[35.575408935546875],2
713,"[0.9048000574111938, 0.004999995231628418, 0.11919999122619629]",0.9048000574111938,0.004999995231628418,0.11919999122619629,[0.0456390380859375],[0.00604248046875],[0.7770538330078125],[1.57012939453125],[34.280181884765625],1
714,"[0.8561999797821045, 0.07179999351501465, -0.3126000165939331]",0.8561999797821045,0.07179999351501465,-0.3126000165939331,[-0.2246246337890625],[-0.0213775634765625],[0.7671356201171875],[-0.66986083984375],[34.31689453125],1
715,"[0.7477999925613403, 0.06840002536773682, -0.5378000140190125]",0.7477999925613403,0.06840002536773682,-0.5378000140190125,[-0.0723724365234375],[0.00018310546875],[1.9390106201171875],[-2.35137939453125],[35.3175048828125],2
716,"[0.9062000513076782, -0.03259998559951782, 0.14900004863739014]",0.9062000513076782,-0.03259998559951782,0.14900004863739014,[0.0298919677734375],[-0.0023345947265625],[0.8144378662109375],[2.020263671875],[34.344390869140625],1
717,"[0.7517999410629272, 0.08360004425048828, -0.5490000247955322]",0.7517999410629272,0.08360004425048828,-0.5490000247955322,[-0.0007781982421875],[-0.0083770751953125],[1.938629150390625],[-1.96990966796875],[35.196685791015625],2
718,"[0.8890000581741333, 0.12100005149841309, -0.12019997835159302]",0.8890000581741333,0.12100005149841309,-0.12019997835159302,[0.0742950439453125],[4.57763671875e-05],[0.8167266845703125],[4.06341552734375],[34.333709716796875],1
719,"[0.7560000419616699, 0.08299994468688965, -0.5449999570846558]",0.7560000419616699,0.08299994468688965,-0.5449999570846558,[0.007598876953125],[-0.005401611328125],[1.9435882568359375],[-0.927734375],[35.60345458984375],2
720,"[0.878600001335144, 0.08920001983642578, -0.232200026512146]",0.878600001335144,0.08920001983642578,-0.232200026512146,[-0.0891265869140625],[0.0089263916015625],[6.0146331787109375],[0.44097900390625],[34.474517822265625],1
721,"[0.8775999546051025, 0.04100000858306885, -0.251800000667572]",0.8775999546051025,0.04100000858306885,-0.251800000667572,[0.1497344970703125],[0.0051727294921875],[5.985260009765625],[2.69927978515625],[34.182464599609375],1
722,"[0.86080002784729, 0.08039999008178711, -0.3091999888420105]",0.86080002784729,0.08039999008178711,-0.3091999888420105,[0.0171661376953125],[0.0038909912109375],[6.1290740966796875],[1.62200927734375],[34.746185302734375],1
723,"[0.8990000486373901, 0.023399949073791504, -0.2386000156402588]",0.8990000486373901,0.023399949073791504,-0.2386000156402588,[-0.1883697509765625],[0.0081024169921875],[7.31048583984375],[-0.390625],[34.509765625],2
724,"[0.9124000072479248, 0.03359997272491455, -0.14819997549057007]",0.9124000072479248,0.03359997272491455,-0.14819997549057007,[0.0844573974609375],[-0.0100250244140625],[6.80084228515625],[3.399658203125],[34.534271240234375],2
725,"[0.9190000295639038, 0.0326000452041626, -0.04780000448226929]",0.9190000295639038,0.0326000452041626,-0.04780000448226929,[0.407318115234375],[0.01519775390625],[7.169342041015625],[3.64837646484375],[34.540374755859375],2
726,"[0.8983999490737915, 0.02260005474090576, -0.24900001287460327]",0.8983999490737915,0.02260005474090576,-0.24900001287460327,[-0.0283355712890625],[0.0050811767578125],[6.6768646240234375],[1.37176513671875],[34.604827880859375],2
727,"[0.8871999979019165, 0.007799983024597168, -0.20980000495910645]",0.8871999979019165,0.007799983024597168,-0.20980000495910645,[0.0524139404296875],[-0.0070037841796875],[6.9644927978515625],[-0.87738037109375],[34.55267333984375],2
